Date,ZT_Open,ZT_High,ZT_Low,ZT_Close,ZT_Volume,DGS2
2015-01-09,109.4765625,109.6015625,109.421875,109.5390625,314386.0,0.59
2015-01-12,109.5625,109.609375,109.5390625,109.59375,189115.0,0.56
2015-01-13,109.6015625,109.6640625,109.578125,109.6484375,249941.0,0.54
2015-01-14,109.6328125,109.8203125,109.6328125,109.7421875,294941.0,0.51
2015-01-15,109.71875,109.921875,109.6484375,109.8359375,364615.0,0.44
2015-01-16,109.8828125,109.921875,109.734375,109.765625,317756.0,0.49
2015-01-19,,,,,,
2015-01-20,109.7734375,109.828125,109.71875,109.75,183242.0,0.53
2015-01-21,109.7421875,109.7890625,109.6953125,109.7265625,236378.0,0.53
2015-01-22,109.7109375,109.78125,109.671875,109.6796875,291195.0,0.53
2015-01-23,109.6953125,109.8046875,109.6796875,109.7421875,217371.0,0.52
2015-01-26,109.78125,109.7890625,109.6796875,109.6875,198596.0,0.54
2015-01-27,109.703125,109.78125,109.6953125,109.71875,242451.0,0.54
2015-01-28,109.71875,109.828125,109.6953125,109.796875,277411.0,0.5
2015-01-29,109.8125,109.8203125,109.7421875,109.7734375,253869.0,0.51
2015-01-30,109.78125,109.921875,109.765625,109.8828125,289082.0,0.47
2015-02-02,109.90625,109.921875,109.859375,109.890625,219693.0,0.49
2015-02-03,109.8984375,109.9140625,109.796875,109.8203125,253373.0,0.52
2015-02-04,109.796875,109.875,109.7421875,109.796875,243106.0,0.52
2015-02-05,109.8671875,109.8828125,109.7578125,109.78125,246327.0,0.52
2015-02-06,109.78125,109.8203125,109.5,109.5234375,577314.0,0.65
2015-02-09,109.515625,109.6015625,109.5,109.53125,287940.0,0.65
2015-02-10,109.515625,109.53125,109.46875,109.5078125,276131.0,0.67
2015-02-11,109.515625,109.546875,109.46875,109.515625,180622.0,0.67
2015-02-12,109.4921875,109.578125,109.4609375,109.5625,256699.0,0.61
2015-02-13,109.578125,109.59375,109.5390625,109.5546875,192738.0,0.66
2015-02-16,,,,,,
2015-02-17,109.546875,109.59375,109.4453125,109.4921875,371185.0,0.7
2015-02-18,109.5078125,109.671875,109.4609375,109.640625,402792.0,0.62
2015-02-19,109.640625,109.6875,109.5859375,109.59375,289135.0,0.67
2015-02-20,109.59375,109.6796875,109.5390625,109.546875,415791.0,0.67
2015-02-23,109.5703125,109.640625,109.546875,109.6328125,962971.0,0.64
2015-02-24,109.640625,109.765625,109.5625,109.7421875,1183779.0,0.6
2015-02-25,109.7421875,109.765625,109.6953125,109.7265625,826667.0,0.61
2015-02-26,109.7265625,109.7734375,109.640625,109.65625,508696.0,0.66
2015-02-27,109.65625,109.7109375,109.625,109.703125,155033.0,0.63
2015-03-02,109.7109375,109.7109375,109.6171875,109.625,28976.0,0.66
2015-03-03,109.6328125,109.640625,109.5859375,109.5859375,18889.0,0.68
2015-03-04,109.59375,109.640625,109.5859375,109.6171875,7788.0,0.66
